number_of_rooms,number_of_bathrooms,sqft,location,days_on_market,neighborhood,rental_price
1,1,384,good,11,west_welmwood,1760
2,1,541,good,11,west_welmwood,3063
2,1,799,poor,18,northwest,3174
0,1,535,poor,22,northwest,1694.196
0,1,210,good,3,west_welmwood,1602
3,2,912,poor,51,northwest,3946.166
3,2,1221,poor,40,northwest,4524.48
3,2,1091,good,1,west_welmwood,4978
3,2,1207,good,5,west_welmwood,5055
0,1,372,poor,31,northwest,1466.022
1,1,537,poor,33,northwest,1708.396
3,2,806,great,9,east_elmwood,5111
3,2,1062,great,12,east_elmwood,5306
1,1,695,good,8,west_welmwood,2111
0,1,531,great,4,east_elmwood,2403
1,1,693,poor,31,northwest,1867.002
1,1,732,good,3,west_welmwood,2206
1,1,664,poor,43,northwest,1663.776
3,2,998,great,5,east_elmwood,5277
2,1,657,poor,62,northwest,2379.768
3,2,1248,poor,40,northwest,4489.92
3,2,1112,great,13,east_elmwood,5334
1,1,451,good,8,west_welmwood,1899
2,1,562,good,2,west_welmwood,3189
1,1,671,great,5,east_elmwood,2596
3,2,1103,good,10,west_welmwood,4852
0,1,398,poor,62,northwest,1082.712
1,1,474,poor,16,northwest,1794
1,1,622,great,5,east_elmwood,2566
2,1,543,good,13,west_welmwood,2991
0,1,540,poor,15,northwest,1812
2,1,671,poor,61,northwest,2415.258
3,2,1171,poor,57,northwest,4108.662
0,1,316,great,4,east_elmwood,2156
3,2,1026,poor,48,northwest,4129.056
1,1,407,good,3,west_welmwood,1898
0,1,227,good,14,west_welmwood,1462
1,1,429,good,8,west_welmwood,1866
1,1,707,great,0,east_elmwood,2752
0,1,533,great,10,east_elmwood,2371
3,2,1106,poor,46,northwest,4249.884
0,1,414,great,5,east_elmwood,2298
2,1,745,poor,55,northwest,2630.04
0,1,334,good,5,west_welmwood,1706
3,2,1102,poor,32,northwest,4562.8
0,1,309,poor,43,northwest,1183.914
0,1,428,good,0,west_welmwood,1851
2,1,655,great,7,east_elmwood,3697
2,1,826,poor,17,northwest,3240
3,2,832,poor,63,northwest,3667.882
0,1,227,great,12,east_elmwood,1977
0,1,351,great,4,east_elmwood,2251
3,2,844,poor,57,northwest,3825.306
2,1,688,poor,41,northwest,2761.914
2,1,523,good,14,west_welmwood,2998
0,1,546,poor,30,northwest,1587.6
0,1,428,good,1,west_welmwood,1865
1,1,642,poor,49,northwest,1527.924
0,1,156,good,4,west_welmwood,1474
2,1,578,poor,30,northwest,2788.1
3,2,940,great,12,east_elmwood,5177
2,1,748,great,3,east_elmwood,3813
2,1,699,poor,32,northwest,2865.536
0,1,349,poor,50,northwest,1156.2
2,1,849,good,5,west_welmwood,3390
1,1,374,good,5,west_welmwood,1850
2,1,611,good,14,west_welmwood,3061
1,1,497,poor,52,northwest,1414.296
0,1,356,good,3,west_welmwood,1703
0,1,308,great,11,east_elmwood,2137
3,2,983,good,3,west_welmwood,4837
2,1,549,poor,51,northwest,2450.056
3,2,871,good,5,west_welmwood,4711
2,1,788,good,10,west_welmwood,3313
1,1,465,good,6,west_welmwood,1881
0,1,259,great,0,east_elmwood,2137
0,1,312,good,7,west_welmwood,1612
2,1,691,great,5,east_elmwood,3696
0,1,471,great,5,east_elmwood,2353
2,1,869,great,8,east_elmwood,3876
0,1,387,poor,56,northwest,1157.216
2,1,683,poor,38,northwest,2824.52
0,1,440,poor,29,northwest,1505.406
3,2,827,poor,48,northwest,3956.304
0,1,157,good,3,west_welmwood,1487
3,2,937,poor,64,northwest,3748.32
3,2,1037,poor,16,northwest,4721
2,1,918,poor,36,northwest,3073.4
2,1,543,good,0,west_welmwood,3101
1,1,663,good,1,west_welmwood,2133
1,1,529,good,0,west_welmwood,2056
0,1,446,great,5,east_elmwood,2250
3,2,972,good,12,west_welmwood,4670
2,1,509,great,1,east_elmwood,3624
0,1,382,poor,22,northwest,1590.612
3,2,1114,good,6,west_welmwood,4892
1,1,444,good,1,west_welmwood,1948
3,2,1019,great,12,east_elmwood,5206
2,1,936,great,12,east_elmwood,3913
0,1,319,poor,42,northwest,1205.516
0,1,352,good,9,west_welmwood,1619
3,2,1042,good,0,west_welmwood,4915
2,1,758,good,6,west_welmwood,3271
3,2,1156,good,4,west_welmwood,5003
3,2,849,good,1,west_welmwood,4734
1,1,350,great,10,east_elmwood,2257
2,1,793,good,6,west_welmwood,3298
1,1,650,good,14,west_welmwood,2034
1,1,526,great,8,east_elmwood,2423
3,2,857,good,2,west_welmwood,4709
1,1,520,good,5,west_welmwood,1945
1,1,508,great,6,east_elmwood,2417
3,2,1158,poor,53,northwest,4160.97
2,1,835,good,5,west_welmwood,3383
2,1,851,good,10,west_welmwood,3310
2,1,784,good,5,west_welmwood,3287
3,2,852,good,13,west_welmwood,4550
1,1,508,great,5,east_elmwood,2484
2,1,527,good,11,west_welmwood,2990
2,1,715,poor,64,northwest,2448.72
0,1,134,good,7,west_welmwood,1513
0,1,541,poor,22,northwest,1756.944
0,1,501,poor,41,northwest,1383.352
1,1,622,poor,56,northwest,1427.264
0,1,401,poor,40,northwest,1318.08
3,2,1167,poor,50,northwest,4262.9
0,1,196,poor,45,northwest,1076.35
3,2,916,good,7,west_welmwood,4706
1,1,536,good,2,west_welmwood,1978
0,1,174,good,12,west_welmwood,1424
3,2,1113,good,7,west_welmwood,4869
1,1,377,poor,62,northwest,1159.656
0,1,270,great,2,east_elmwood,2134
3,2,879,good,5,west_welmwood,4670
3,2,875,poor,22,northwest,4472.04
1,1,675,good,2,west_welmwood,2189
3,2,907,poor,25,northwest,4453.02
0,1,300,poor,35,northwest,1350.24
2,1,939,great,11,east_elmwood,3895
1,1,521,good,1,west_welmwood,2004
1,1,359,poor,45,northwest,1358.5
3,2,1246,good,7,west_welmwood,4980
2,1,530,good,1,west_welmwood,3138
2,1,501,good,11,west_welmwood,2952
0,1,307,poor,51,northwest,1165.934
3,2,1026,good,3,west_welmwood,4834
2,1,869,good,10,west_welmwood,3406
0,1,108,poor,45,northwest,973.75
3,2,1010,good,9,west_welmwood,4813
0,1,197,good,2,west_welmwood,1622
0,1,282,poor,38,northwest,1263.804
3,2,1096,poor,26,northwest,4628.78
0,1,537,good,12,west_welmwood,1817
2,1,939,poor,39,northwest,2999.516
0,1,503,great,7,east_elmwood,2313
2,1,914,good,12,west_welmwood,3432
2,1,799,poor,49,northwest,2707.308
1,1,594,poor,16,northwest,1886
2,1,911,good,5,west_welmwood,3478
0,1,286,good,10,west_welmwood,1543
0,1,433,good,14,west_welmwood,1685
1,1,392,good,4,west_welmwood,1842
0,1,222,good,4,west_welmwood,1575
2,1,939,poor,36,northwest,3060.816
2,1,507,good,2,west_welmwood,3070
1,1,410,poor,18,northwest,1736
0,1,434,poor,21,northwest,1632.728
1,1,385,good,5,west_welmwood,1883
2,1,821,poor,46,northwest,2789.016
1,1,659,good,5,west_welmwood,2136
3,2,1167,good,7,west_welmwood,4938
2,1,836,good,9,west_welmwood,3335
3,2,1236,poor,57,northwest,4225.338
0,1,456,poor,33,northwest,1523.336
0,1,421,poor,44,northwest,1299.48
0,1,461,poor,26,northwest,1543.256
3,2,1060,good,0,west_welmwood,4875
0,1,138,good,2,west_welmwood,1491
1,1,480,good,1,west_welmwood,1924
0,1,341,poor,17,northwest,1559
2,1,570,great,1,east_elmwood,3670
2,1,580,poor,53,northwest,2455.486
1,1,520,poor,29,northwest,1732.248
2,1,686,poor,20,northwest,3118
3,2,1183,great,3,east_elmwood,5521
0,1,380,good,2,west_welmwood,1800
2,1,727,poor,23,northwest,3079.412
3,2,1097,good,0,west_welmwood,4910
2,1,703,good,5,west_welmwood,3255
3,2,1046,great,14,east_elmwood,5214
0,1,336,great,8,east_elmwood,2195
2,1,500,poor,33,northwest,2705.772
1,1,578,poor,16,northwest,1906
1,1,571,great,3,east_elmwood,2562
2,1,735,good,11,west_welmwood,3213
0,1,384,poor,35,northwest,1352.18
0,1,200,great,6,east_elmwood,1996
2,1,612,good,9,west_welmwood,3169
1,1,619,good,2,west_welmwood,2126
2,1,905,poor,24,northwest,3255.744
0,1,307,good,3,west_welmwood,1679
3,2,962,good,1,west_welmwood,4824
1,1,653,good,4,west_welmwood,2089
2,1,638,good,3,west_welmwood,3219
2,1,666,good,7,west_welmwood,3237
0,1,235,poor,40,northwest,1138.56
0,1,487,poor,39,northwest,1426.646
3,2,919,great,1,east_elmwood,5254
0,1,504,great,3,east_elmwood,2369
0,1,532,great,2,east_elmwood,2409
0,1,216,good,6,west_welmwood,1547
2,1,848,poor,44,northwest,2870.28
3,2,1222,poor,15,northwest,4924
3,2,1159,poor,56,northwest,4086.912
2,1,712,great,14,east_elmwood,3632
0,1,411,poor,44,northwest,1258.544
3,2,1147,poor,19,northwest,4809
2,1,652,poor,57,northwest,2526.128
1,1,504,great,13,east_elmwood,2416
1,1,619,poor,20,northwest,1872
1,1,728,good,1,west_welmwood,2254
2,1,878,poor,47,northwest,2855.028
1,1,680,good,5,west_welmwood,2133
1,1,719,poor,41,northwest,1745.476
2,1,923,good,2,west_welmwood,3458
1,1,424,poor,41,northwest,1449.454
1,1,397,poor,26,northwest,1620.32
0,1,131,poor,37,northwest,1073.226
1,1,461,good,6,west_welmwood,1863
2,1,835,poor,38,northwest,2972.012
0,1,320,poor,36,northwest,1269.048
0,1,415,good,4,west_welmwood,1814
3,2,1034,good,13,west_welmwood,4729
2,1,786,poor,28,northwest,3093.696
3,2,807,poor,59,northwest,3771.902
2,1,724,good,14,west_welmwood,3149
2,1,512,good,6,west_welmwood,3098
2,1,753,great,12,east_elmwood,3737
1,1,521,good,5,west_welmwood,1944
0,1,147,good,13,west_welmwood,1369
1,1,627,poor,55,northwest,1497.3
0,1,174,good,8,west_welmwood,1495
1,1,590,good,9,west_welmwood,1972
1,1,655,good,1,west_welmwood,2138
0,1,506,poor,26,northwest,1581.788
3,2,1084,poor,16,northwest,4724
